,Source,Target
691,Gary Ramage,Jim Chalmer
692,Gary Ramage,Michele Bullock
693,Gary Ramage,Minster Anthony Albanese
694,Gary Ramage,Steven Kennedy
695,Gary Ramage,Jenny Wilkinson
696,Gary Ramage,Karen Barlow
697,Jim Chalmer,Michele Bullock
698,Jim Chalmer,Minster Anthony Albanese
699,Jim Chalmer,Steven Kennedy
700,Jim Chalmer,Jenny Wilkinson
701,Jim Chalmer,Karen Barlow
702,Michele Bullock,Minster Anthony Albanese
703,Michele Bullock,Steven Kennedy
704,Michele Bullock,Jenny Wilkinson
705,Michele Bullock,Karen Barlow
706,Minster Anthony Albanese,Steven Kennedy
707,Minster Anthony Albanese,Jenny Wilkinson
708,Minster Anthony Albanese,Karen Barlow
709,Steven Kennedy,Jenny Wilkinson
710,Steven Kennedy,Karen Barlow
711,Jenny Wilkinson,Karen Barlow
712,Philip Lowe,Gary Ramage
713,Philip Lowe,Jim Chalmer
714,Philip Lowe,Michele Bullock
715,Philip Lowe,Minster Anthony Albanese
716,Philip Lowe,Steven Kennedy
717,Philip Lowe,Jenny Wilkinson
718,Philip Lowe,Karen Barlow
719,Gary Ramage,Jim Chalmer
720,Gary Ramage,Michele Bullock
721,Gary Ramage,Minster Anthony Albanese
722,Gary Ramage,Steven Kennedy
723,Gary Ramage,Jenny Wilkinson
724,Gary Ramage,Karen Barlow
725,Jim Chalmer,Michele Bullock
726,Jim Chalmer,Minster Anthony Albanese
727,Jim Chalmer,Steven Kennedy
728,Jim Chalmer,Jenny Wilkinson
729,Jim Chalmer,Karen Barlow
730,Michele Bullock,Minster Anthony Albanese
731,Michele Bullock,Steven Kennedy
732,Michele Bullock,Jenny Wilkinson
733,Michele Bullock,Karen Barlow
734,Minster Anthony Albanese,Steven Kennedy
735,Minster Anthony Albanese,Jenny Wilkinson
736,Minster Anthony Albanese,Karen Barlow
737,Steven Kennedy,Jenny Wilkinson
738,Steven Kennedy,Karen Barlow
739,Jenny Wilkinson,Karen Barlow
740,Philip Lowe,Gary Ramage
741,Philip Lowe,Jim Chalmer
742,Philip Lowe,Michele Bullock
743,Philip Lowe,Minster Anthony Albanese
744,Philip Lowe,Steven Kennedy
745,Philip Lowe,Jenny Wilkinson
746,Philip Lowe,Karen Barlow
747,Gary Ramage,Jim Chalmer
748,Gary Ramage,Michele Bullock
749,Gary Ramage,Minster Anthony Albanese
750,Gary Ramage,Steven Kennedy
751,Gary Ramage,Jenny Wilkinson
752,Gary Ramage,Karen Barlow
753,Jim Chalmer,Michele Bullock
754,Jim Chalmer,Minster Anthony Albanese
755,Jim Chalmer,Steven Kennedy
756,Jim Chalmer,Jenny Wilkinson
757,Jim Chalmer,Karen Barlow
758,Michele Bullock,Minster Anthony Albanese
759,Michele Bullock,Steven Kennedy
760,Michele Bullock,Jenny Wilkinson
761,Michele Bullock,Karen Barlow
762,Minster Anthony Albanese,Steven Kennedy
763,Minster Anthony Albanese,Jenny Wilkinson
764,Minster Anthony Albanese,Karen Barlow
765,Steven Kennedy,Jenny Wilkinson
766,Steven Kennedy,Karen Barlow
767,Jenny Wilkinson,Karen Barlow
768,Philip Lowe,Gary Ramage
769,Philip Lowe,Jim Chalmer
770,Philip Lowe,Michele Bullock
771,Philip Lowe,Minster Anthony Albanese
772,Philip Lowe,Steven Kennedy
773,Philip Lowe,Jenny Wilkinson
774,Philip Lowe,Karen Barlow
775,Gary Ramage,Jim Chalmer
776,Gary Ramage,Michele Bullock
777,Gary Ramage,Minster Anthony Albanese
778,Gary Ramage,Steven Kennedy
779,Gary Ramage,Jenny Wilkinson
780,Gary Ramage,Karen Barlow
781,Jim Chalmer,Michele Bullock
782,Jim Chalmer,Minster Anthony Albanese
783,Jim Chalmer,Steven Kennedy
784,Jim Chalmer,Jenny Wilkinson
785,Jim Chalmer,Karen Barlow
786,Michele Bullock,Minster Anthony Albanese
787,Michele Bullock,Steven Kennedy
788,Michele Bullock,Jenny Wilkinson
789,Michele Bullock,Karen Barlow
790,Minster Anthony Albanese,Steven Kennedy
791,Minster Anthony Albanese,Jenny Wilkinson
792,Minster Anthony Albanese,Karen Barlow
793,Steven Kennedy,Jenny Wilkinson
794,Steven Kennedy,Karen Barlow
795,Jenny Wilkinson,Karen Barlow
796,Philip Lowe,Gary Ramage
797,Philip Lowe,Jim Chalmer
798,Philip Lowe,Michele Bullock
799,Philip Lowe,Minster Anthony Albanese
800,Philip Lowe,Steven Kennedy
801,Philip Lowe,Jenny Wilkinson
802,Philip Lowe,Karen Barlow
803,Gary Ramage,Jim Chalmer
804,Gary Ramage,Michele Bullock
805,Gary Ramage,Minster Anthony Albanese
806,Gary Ramage,Steven Kennedy
807,Gary Ramage,Jenny Wilkinson
808,Gary Ramage,Karen Barlow
809,Jim Chalmer,Michele Bullock
810,Jim Chalmer,Minster Anthony Albanese
811,Jim Chalmer,Steven Kennedy
812,Jim Chalmer,Jenny Wilkinson
813,Jim Chalmer,Karen Barlow
814,Michele Bullock,Minster Anthony Albanese
815,Michele Bullock,Steven Kennedy
816,Michele Bullock,Jenny Wilkinson
817,Michele Bullock,Karen Barlow
818,Minster Anthony Albanese,Steven Kennedy
819,Minster Anthony Albanese,Jenny Wilkinson
820,Minster Anthony Albanese,Karen Barlow
821,Steven Kennedy,Jenny Wilkinson
822,Steven Kennedy,Karen Barlow
823,Jenny Wilkinson,Karen Barlow
824,Philip Lowe,Gary Ramage
825,Philip Lowe,Jim Chalmer
826,Philip Lowe,Michele Bullock
827,Philip Lowe,Minster Anthony Albanese
828,Philip Lowe,Steven Kennedy
829,Philip Lowe,Jenny Wilkinson
830,Philip Lowe,Karen Barlow
831,Gary Ramage,Jim Chalmer
832,Gary Ramage,Michele Bullock
833,Gary Ramage,Minster Anthony Albanese
834,Gary Ramage,Steven Kennedy
835,Gary Ramage,Jenny Wilkinson
836,Gary Ramage,Karen Barlow
837,Jim Chalmer,Michele Bullock
838,Jim Chalmer,Minster Anthony Albanese
839,Jim Chalmer,Steven Kennedy
840,Jim Chalmer,Jenny Wilkinson
841,Jim Chalmer,Karen Barlow
842,Michele Bullock,Minster Anthony Albanese
843,Michele Bullock,Steven Kennedy
844,Michele Bullock,Jenny Wilkinson
845,Michele Bullock,Karen Barlow
846,Minster Anthony Albanese,Steven Kennedy
847,Minster Anthony Albanese,Jenny Wilkinson
848,Minster Anthony Albanese,Karen Barlow
849,Steven Kennedy,Jenny Wilkinson
850,Steven Kennedy,Karen Barlow
851,Jenny Wilkinson,Karen Barlow
852,Philip Lowe,Gary Ramage
853,Philip Lowe,Jim Chalmer
854,Philip Lowe,Michele Bullock
855,Philip Lowe,Minster Anthony Albanese
856,Philip Lowe,Steven Kennedy
857,Philip Lowe,Jenny Wilkinson
858,Philip Lowe,Karen Barlow
859,Gary Ramage,Jim Chalmer
860,Gary Ramage,Michele Bullock
861,Gary Ramage,Minster Anthony Albanese
862,Gary Ramage,Steven Kennedy
863,Gary Ramage,Jenny Wilkinson
864,Gary Ramage,Karen Barlow
865,Jim Chalmer,Michele Bullock
866,Jim Chalmer,Minster Anthony Albanese
867,Jim Chalmer,Steven Kennedy
868,Jim Chalmer,Jenny Wilkinson
869,Jim Chalmer,Karen Barlow
870,Michele Bullock,Minster Anthony Albanese
871,Michele Bullock,Steven Kennedy
872,Michele Bullock,Jenny Wilkinson
873,Michele Bullock,Karen Barlow
874,Minster Anthony Albanese,Steven Kennedy
875,Minster Anthony Albanese,Jenny Wilkinson
876,Minster Anthony Albanese,Karen Barlow
877,Steven Kennedy,Jenny Wilkinson
878,Steven Kennedy,Karen Barlow
879,Jenny Wilkinson,Karen Barlow
880,Jokowi Widodo,Anthony Albanese
881,Jokowi Widodo,John Bradley
882,Jokowi Widodo,Justin Mohamed
883,Anthony Albanese,John Bradley
884,Anthony Albanese,Justin Mohamed
885,John Bradley,Justin Mohamed
886,Wayne Cole,Michele Bullock
887,Wayne Cole,Anthony Albanese
888,Wayne Cole,Philip Lowe
889,Wayne Cole,Renju Jose
890,Wayne Cole,Leslie Adler
891,Michele Bullock,Anthony Albanese
892,Michele Bullock,Philip Lowe
893,Michele Bullock,Renju Jose
894,Michele Bullock,Leslie Adler
895,Anthony Albanese,Philip Lowe
896,Anthony Albanese,Renju Jose
897,Anthony Albanese,Leslie Adler
898,Philip Lowe,Renju Jose
899,Philip Lowe,Leslie Adler
900,Renju Jose,Leslie Adler
901,Wayne Cole,Anthony Albanese
902,Wayne Cole,Jim Chalmers
903,Wayne Cole,Philip Lowe
904,Wayne Cole,Michele Bullock
905,Wayne Cole,Deputy Governorof
906,Wayne Cole,Steven Kennedy
907,Wayne Cole,Julia Gillard
908,Wayne Cole,Jenny Wilkinson
909,Wayne Cole,David Gruen
910,Wayne Cole,Martin Parkinson
911,Wayne Cole,Carolyn Wilkins
912,Wayne Cole,Praveen Menon
913,Wayne Cole,Muralikumar Anantharaman
914,Anthony Albanese,Jim Chalmers
915,Anthony Albanese,Philip Lowe
916,Anthony Albanese,Michele Bullock
917,Anthony Albanese,Deputy Governorof
918,Anthony Albanese,Steven Kennedy
919,Anthony Albanese,Julia Gillard
920,Anthony Albanese,Jenny Wilkinson
921,Anthony Albanese,David Gruen
922,Anthony Albanese,Martin Parkinson
923,Anthony Albanese,Carolyn Wilkins
924,Anthony Albanese,Praveen Menon
925,Anthony Albanese,Muralikumar Anantharaman
926,Jim Chalmers,Philip Lowe
927,Jim Chalmers,Michele Bullock
928,Jim Chalmers,Deputy Governorof
929,Jim Chalmers,Steven Kennedy
930,Jim Chalmers,Julia Gillard
931,Jim Chalmers,Jenny Wilkinson
932,Jim Chalmers,David Gruen
933,Jim Chalmers,Martin Parkinson
934,Jim Chalmers,Carolyn Wilkins
935,Jim Chalmers,Praveen Menon
936,Jim Chalmers,Muralikumar Anantharaman
937,Philip Lowe,Michele Bullock
938,Philip Lowe,Deputy Governorof
939,Philip Lowe,Steven Kennedy
940,Philip Lowe,Julia Gillard
941,Philip Lowe,Jenny Wilkinson
942,Philip Lowe,David Gruen
943,Philip Lowe,Martin Parkinson
944,Philip Lowe,Carolyn Wilkins
945,Philip Lowe,Praveen Menon
946,Philip Lowe,Muralikumar Anantharaman
947,Michele Bullock,Deputy Governorof
948,Michele Bullock,Steven Kennedy
949,Michele Bullock,Julia Gillard
950,Michele Bullock,Jenny Wilkinson
951,Michele Bullock,David Gruen
952,Michele Bullock,Martin Parkinson
953,Michele Bullock,Carolyn Wilkins
954,Michele Bullock,Praveen Menon
955,Michele Bullock,Muralikumar Anantharaman
956,Deputy Governorof,Steven Kennedy
957,Deputy Governorof,Julia Gillard
958,Deputy Governorof,Jenny Wilkinson
959,Deputy Governorof,David Gruen
960,Deputy Governorof,Martin Parkinson
961,Deputy Governorof,Carolyn Wilkins
962,Deputy Governorof,Praveen Menon
963,Deputy Governorof,Muralikumar Anantharaman
964,Steven Kennedy,Julia Gillard
965,Steven Kennedy,Jenny Wilkinson
966,Steven Kennedy,David Gruen
967,Steven Kennedy,Martin Parkinson
968,Steven Kennedy,Carolyn Wilkins
969,Steven Kennedy,Praveen Menon
970,Steven Kennedy,Muralikumar Anantharaman
971,Julia Gillard,Jenny Wilkinson
972,Julia Gillard,David Gruen
973,Julia Gillard,Martin Parkinson
974,Julia Gillard,Carolyn Wilkins
975,Julia Gillard,Praveen Menon
976,Julia Gillard,Muralikumar Anantharaman
977,Jenny Wilkinson,David Gruen
978,Jenny Wilkinson,Martin Parkinson
979,Jenny Wilkinson,Carolyn Wilkins
980,Jenny Wilkinson,Praveen Menon
981,Jenny Wilkinson,Muralikumar Anantharaman
982,David Gruen,Martin Parkinson
983,David Gruen,Carolyn Wilkins
984,David Gruen,Praveen Menon
985,David Gruen,Muralikumar Anantharaman
986,Martin Parkinson,Carolyn Wilkins
987,Martin Parkinson,Praveen Menon
988,Martin Parkinson,Muralikumar Anantharaman
989,Carolyn Wilkins,Praveen Menon
990,Carolyn Wilkins,Muralikumar Anantharaman
991,Praveen Menon,Muralikumar Anantharaman
992,Jim Chalmers,Anthony Albanese
993,Jim Chalmers,Michele Bullock
994,Jim Chalmers,Steven Kennedy
995,Jim Chalmers,Jenny Wilkinson
996,Jim Chalmers,Bloomberg Businessweek
997,Anthony Albanese,Michele Bullock
998,Anthony Albanese,Steven Kennedy
999,Anthony Albanese,Jenny Wilkinson
1000,Anthony Albanese,Bloomberg Businessweek
1001,Michele Bullock,Steven Kennedy
1002,Michele Bullock,Jenny Wilkinson
1003,Michele Bullock,Bloomberg Businessweek
1004,Steven Kennedy,Jenny Wilkinson
1005,Steven Kennedy,Bloomberg Businessweek
1006,Jenny Wilkinson,Bloomberg Businessweek
1007,Peter Dutton,Michelle Grattan
1008,Peter Dutton,Alan Tudge
1009,Peter Dutton,Cameron Caldwell
1010,Peter Dutton,Mary Doyle
1011,Peter Dutton,Anthony Albanese
1012,Peter Dutton,Kevin Bonham
1013,Peter Dutton,Alex Hawke
1014,Peter Dutton,Scott Morrison
1015,Peter Dutton,John Olsen
1016,Peter Dutton,Andrew Hirst
1017,Peter Dutton,Jason Falinski
1018,Peter Dutton,John Pesutto
1019,Peter Dutton,Jeremy Rockliff
1020,Peter Dutton,Ian Meikle
1021,Michelle Grattan,Alan Tudge
1022,Michelle Grattan,Cameron Caldwell
1023,Michelle Grattan,Mary Doyle
1024,Michelle Grattan,Anthony Albanese
1025,Michelle Grattan,Kevin Bonham
1026,Michelle Grattan,Alex Hawke
1027,Michelle Grattan,Scott Morrison
1028,Michelle Grattan,John Olsen
1029,Michelle Grattan,Andrew Hirst
1030,Michelle Grattan,Jason Falinski
1031,Michelle Grattan,John Pesutto
1032,Michelle Grattan,Jeremy Rockliff
1033,Michelle Grattan,Ian Meikle
1034,Alan Tudge,Cameron Caldwell
1035,Alan Tudge,Mary Doyle
1036,Alan Tudge,Anthony Albanese
1037,Alan Tudge,Kevin Bonham
1038,Alan Tudge,Alex Hawke
1039,Alan Tudge,Scott Morrison
1040,Alan Tudge,John Olsen
1041,Alan Tudge,Andrew Hirst
1042,Alan Tudge,Jason Falinski
1043,Alan Tudge,John Pesutto
1044,Alan Tudge,Jeremy Rockliff
1045,Alan Tudge,Ian Meikle
1046,Cameron Caldwell,Mary Doyle
1047,Cameron Caldwell,Anthony Albanese
1048,Cameron Caldwell,Kevin Bonham
1049,Cameron Caldwell,Alex Hawke
1050,Cameron Caldwell,Scott Morrison
1051,Cameron Caldwell,John Olsen
1052,Cameron Caldwell,Andrew Hirst
1053,Cameron Caldwell,Jason Falinski
1054,Cameron Caldwell,John Pesutto
1055,Cameron Caldwell,Jeremy Rockliff
1056,Cameron Caldwell,Ian Meikle
1057,Mary Doyle,Anthony Albanese
1058,Mary Doyle,Kevin Bonham
1059,Mary Doyle,Alex Hawke
1060,Mary Doyle,Scott Morrison
1061,Mary Doyle,John Olsen
1062,Mary Doyle,Andrew Hirst
1063,Mary Doyle,Jason Falinski
1064,Mary Doyle,John Pesutto
1065,Mary Doyle,Jeremy Rockliff
1066,Mary Doyle,Ian Meikle
1067,Anthony Albanese,Kevin Bonham
1068,Anthony Albanese,Alex Hawke
1069,Anthony Albanese,Scott Morrison
1070,Anthony Albanese,John Olsen
1071,Anthony Albanese,Andrew Hirst
1072,Anthony Albanese,Jason Falinski
1073,Anthony Albanese,John Pesutto
1074,Anthony Albanese,Jeremy Rockliff
1075,Anthony Albanese,Ian Meikle
1076,Kevin Bonham,Alex Hawke
1077,Kevin Bonham,Scott Morrison
1078,Kevin Bonham,John Olsen
1079,Kevin Bonham,Andrew Hirst
1080,Kevin Bonham,Jason Falinski
1081,Kevin Bonham,John Pesutto
1082,Kevin Bonham,Jeremy Rockliff
1083,Kevin Bonham,Ian Meikle
1084,Alex Hawke,Scott Morrison
1085,Alex Hawke,John Olsen
1086,Alex Hawke,Andrew Hirst
1087,Alex Hawke,Jason Falinski
1088,Alex Hawke,John Pesutto
1089,Alex Hawke,Jeremy Rockliff
1090,Alex Hawke,Ian Meikle
1091,Scott Morrison,John Olsen
1092,Scott Morrison,Andrew Hirst
1093,Scott Morrison,Jason Falinski
1094,Scott Morrison,John Pesutto
1095,Scott Morrison,Jeremy Rockliff
1096,Scott Morrison,Ian Meikle
1097,John Olsen,Andrew Hirst
1098,John Olsen,Jason Falinski
1099,John Olsen,John Pesutto
1100,John Olsen,Jeremy Rockliff
1101,John Olsen,Ian Meikle
1102,Andrew Hirst,Jason Falinski
1103,Andrew Hirst,John Pesutto
1104,Andrew Hirst,Jeremy Rockliff
1105,Andrew Hirst,Ian Meikle
1106,Jason Falinski,John Pesutto
1107,Jason Falinski,Jeremy Rockliff
1108,Jason Falinski,Ian Meikle
1109,John Pesutto,Jeremy Rockliff
1110,John Pesutto,Ian Meikle
1111,Jeremy Rockliff,Ian Meikle
1112,Philip Lowe,Jim Chalmer
1113,Philip Lowe,Michele Bullock
1114,Philip Lowe,Keegan Carroll
1115,Philip Lowe,Minster Anthony Albanese
1116,Philip Lowe,Gary Ramage
1117,Philip Lowe,Steven Kennedy
1118,Philip Lowe,Jenny Wilkinson
1119,Philip Lowe,Karen Barlow
1120,Jim Chalmer,Michele Bullock
1121,Jim Chalmer,Keegan Carroll
1122,Jim Chalmer,Minster Anthony Albanese
1123,Jim Chalmer,Gary Ramage
1124,Jim Chalmer,Steven Kennedy
1125,Jim Chalmer,Jenny Wilkinson
1126,Jim Chalmer,Karen Barlow
1127,Michele Bullock,Keegan Carroll
1128,Michele Bullock,Minster Anthony Albanese
1129,Michele Bullock,Gary Ramage
1130,Michele Bullock,Steven Kennedy
1131,Michele Bullock,Jenny Wilkinson
1132,Michele Bullock,Karen Barlow
1133,Keegan Carroll,Minster Anthony Albanese
1134,Keegan Carroll,Gary Ramage
1135,Keegan Carroll,Steven Kennedy
1136,Keegan Carroll,Jenny Wilkinson
1137,Keegan Carroll,Karen Barlow
1138,Minster Anthony Albanese,Gary Ramage
1139,Minster Anthony Albanese,Steven Kennedy
1140,Minster Anthony Albanese,Jenny Wilkinson
1141,Minster Anthony Albanese,Karen Barlow
1142,Gary Ramage,Steven Kennedy
1143,Gary Ramage,Jenny Wilkinson
1144,Gary Ramage,Karen Barlow
1145,Steven Kennedy,Jenny Wilkinson
1146,Steven Kennedy,Karen Barlow
1147,Jenny Wilkinson,Karen Barlow
1148,Philip Lowe,Jim Chalmer
1149,Philip Lowe,Michele Bullock
1150,Philip Lowe,Keegan Carroll
1151,Philip Lowe,Minster Anthony Albanese
1152,Philip Lowe,Gary Ramage
1153,Philip Lowe,Steven Kennedy
1154,Philip Lowe,Jenny Wilkinson
1155,Philip Lowe,Karen Barlow
1156,Jim Chalmer,Michele Bullock
1157,Jim Chalmer,Keegan Carroll
1158,Jim Chalmer,Minster Anthony Albanese
1159,Jim Chalmer,Gary Ramage
1160,Jim Chalmer,Steven Kennedy
1161,Jim Chalmer,Jenny Wilkinson
1162,Jim Chalmer,Karen Barlow
1163,Michele Bullock,Keegan Carroll
1164,Michele Bullock,Minster Anthony Albanese
1165,Michele Bullock,Gary Ramage
1166,Michele Bullock,Steven Kennedy
1167,Michele Bullock,Jenny Wilkinson
1168,Michele Bullock,Karen Barlow
1169,Keegan Carroll,Minster Anthony Albanese
1170,Keegan Carroll,Gary Ramage
1171,Keegan Carroll,Steven Kennedy
1172,Keegan Carroll,Jenny Wilkinson
1173,Keegan Carroll,Karen Barlow
1174,Minster Anthony Albanese,Gary Ramage
1175,Minster Anthony Albanese,Steven Kennedy
1176,Minster Anthony Albanese,Jenny Wilkinson
1177,Minster Anthony Albanese,Karen Barlow
1178,Gary Ramage,Steven Kennedy
1179,Gary Ramage,Jenny Wilkinson
1180,Gary Ramage,Karen Barlow
1181,Steven Kennedy,Jenny Wilkinson
1182,Steven Kennedy,Karen Barlow
1183,Jenny Wilkinson,Karen Barlow
1184,Philip Lowe,Jim Chalmer
1185,Philip Lowe,Michele Bullock
1186,Philip Lowe,Keegan Carroll
1187,Philip Lowe,Minster Anthony Albanese
1188,Philip Lowe,Gary Ramage
1189,Philip Lowe,Steven Kennedy
1190,Philip Lowe,Jenny Wilkinson
1191,Philip Lowe,Karen Barlow
1192,Jim Chalmer,Michele Bullock
1193,Jim Chalmer,Keegan Carroll
1194,Jim Chalmer,Minster Anthony Albanese
1195,Jim Chalmer,Gary Ramage
1196,Jim Chalmer,Steven Kennedy
1197,Jim Chalmer,Jenny Wilkinson
1198,Jim Chalmer,Karen Barlow
1199,Michele Bullock,Keegan Carroll
1200,Michele Bullock,Minster Anthony Albanese
1201,Michele Bullock,Gary Ramage
1202,Michele Bullock,Steven Kennedy
1203,Michele Bullock,Jenny Wilkinson
1204,Michele Bullock,Karen Barlow
1205,Keegan Carroll,Minster Anthony Albanese
1206,Keegan Carroll,Gary Ramage
1207,Keegan Carroll,Steven Kennedy
1208,Keegan Carroll,Jenny Wilkinson
1209,Keegan Carroll,Karen Barlow
1210,Minster Anthony Albanese,Gary Ramage
1211,Minster Anthony Albanese,Steven Kennedy
1212,Minster Anthony Albanese,Jenny Wilkinson
1213,Minster Anthony Albanese,Karen Barlow
1214,Gary Ramage,Steven Kennedy
1215,Gary Ramage,Jenny Wilkinson
1216,Gary Ramage,Karen Barlow
1217,Steven Kennedy,Jenny Wilkinson
1218,Steven Kennedy,Karen Barlow
1219,Jenny Wilkinson,Karen Barlow
1220,Philip Lowe,Jim Chalmer
1221,Philip Lowe,Michele Bullock
1222,Philip Lowe,Keegan Carroll
1223,Philip Lowe,Minster Anthony Albanese
1224,Philip Lowe,Gary Ramage
1225,Philip Lowe,Steven Kennedy
1226,Philip Lowe,Jenny Wilkinson
1227,Philip Lowe,Karen Barlow
1228,Jim Chalmer,Michele Bullock
1229,Jim Chalmer,Keegan Carroll
1230,Jim Chalmer,Minster Anthony Albanese
1231,Jim Chalmer,Gary Ramage
1232,Jim Chalmer,Steven Kennedy
1233,Jim Chalmer,Jenny Wilkinson
1234,Jim Chalmer,Karen Barlow
1235,Michele Bullock,Keegan Carroll
1236,Michele Bullock,Minster Anthony Albanese
1237,Michele Bullock,Gary Ramage
1238,Michele Bullock,Steven Kennedy
1239,Michele Bullock,Jenny Wilkinson
1240,Michele Bullock,Karen Barlow
1241,Keegan Carroll,Minster Anthony Albanese
1242,Keegan Carroll,Gary Ramage
1243,Keegan Carroll,Steven Kennedy
1244,Keegan Carroll,Jenny Wilkinson
1245,Keegan Carroll,Karen Barlow
1246,Minster Anthony Albanese,Gary Ramage
1247,Minster Anthony Albanese,Steven Kennedy
1248,Minster Anthony Albanese,Jenny Wilkinson
1249,Minster Anthony Albanese,Karen Barlow
1250,Gary Ramage,Steven Kennedy
1251,Gary Ramage,Jenny Wilkinson
1252,Gary Ramage,Karen Barlow
1253,Steven Kennedy,Jenny Wilkinson
1254,Steven Kennedy,Karen Barlow
1255,Jenny Wilkinson,Karen Barlow
1256,Philip Lowe,Jim Chalmer
1257,Philip Lowe,Michele Bullock
1258,Philip Lowe,Keegan Carroll
1259,Philip Lowe,Minster Anthony Albanese
1260,Philip Lowe,Gary Ramage
1261,Philip Lowe,Steven Kennedy
1262,Philip Lowe,Jenny Wilkinson
1263,Philip Lowe,Karen Barlow
1264,Jim Chalmer,Michele Bullock
1265,Jim Chalmer,Keegan Carroll
1266,Jim Chalmer,Minster Anthony Albanese
1267,Jim Chalmer,Gary Ramage
1268,Jim Chalmer,Steven Kennedy
1269,Jim Chalmer,Jenny Wilkinson
1270,Jim Chalmer,Karen Barlow
1271,Michele Bullock,Keegan Carroll
1272,Michele Bullock,Minster Anthony Albanese
1273,Michele Bullock,Gary Ramage
1274,Michele Bullock,Steven Kennedy
1275,Michele Bullock,Jenny Wilkinson
1276,Michele Bullock,Karen Barlow
1277,Keegan Carroll,Minster Anthony Albanese
1278,Keegan Carroll,Gary Ramage
1279,Keegan Carroll,Steven Kennedy
1280,Keegan Carroll,Jenny Wilkinson
1281,Keegan Carroll,Karen Barlow
1282,Minster Anthony Albanese,Gary Ramage
1283,Minster Anthony Albanese,Steven Kennedy
1284,Minster Anthony Albanese,Jenny Wilkinson
1285,Minster Anthony Albanese,Karen Barlow
1286,Gary Ramage,Steven Kennedy
1287,Gary Ramage,Jenny Wilkinson
1288,Gary Ramage,Karen Barlow
1289,Steven Kennedy,Jenny Wilkinson
1290,Steven Kennedy,Karen Barlow
1291,Jenny Wilkinson,Karen Barlow
1292,Philip Lowe,Jim Chalmer
1293,Philip Lowe,Michele Bullock
1294,Philip Lowe,Keegan Carroll
1295,Philip Lowe,Minster Anthony Albanese
1296,Philip Lowe,Gary Ramage
1297,Philip Lowe,Steven Kennedy
1298,Philip Lowe,Jenny Wilkinson
1299,Philip Lowe,Karen Barlow
1300,Jim Chalmer,Michele Bullock
1301,Jim Chalmer,Keegan Carroll
1302,Jim Chalmer,Minster Anthony Albanese
1303,Jim Chalmer,Gary Ramage
1304,Jim Chalmer,Steven Kennedy
1305,Jim Chalmer,Jenny Wilkinson
1306,Jim Chalmer,Karen Barlow
1307,Michele Bullock,Keegan Carroll
1308,Michele Bullock,Minster Anthony Albanese
1309,Michele Bullock,Gary Ramage
1310,Michele Bullock,Steven Kennedy
1311,Michele Bullock,Jenny Wilkinson
1312,Michele Bullock,Karen Barlow
1313,Keegan Carroll,Minster Anthony Albanese
1314,Keegan Carroll,Gary Ramage
1315,Keegan Carroll,Steven Kennedy
1316,Keegan Carroll,Jenny Wilkinson
1317,Keegan Carroll,Karen Barlow
1318,Minster Anthony Albanese,Gary Ramage
1319,Minster Anthony Albanese,Steven Kennedy
1320,Minster Anthony Albanese,Jenny Wilkinson
1321,Minster Anthony Albanese,Karen Barlow
1322,Gary Ramage,Steven Kennedy
1323,Gary Ramage,Jenny Wilkinson
1324,Gary Ramage,Karen Barlow
1325,Steven Kennedy,Jenny Wilkinson
1326,Steven Kennedy,Karen Barlow
1327,Jenny Wilkinson,Karen Barlow
